raw name,cleaned name,first_appearance,last_appearance,count,title
Wallace Ip,Wallace Ip,2025-02-12,2025-05-21,3,First Secretary
Wallace Lauzon,Wallace Lauzon,2016-11-22,2017-11-21,3,Division Chief
Wallace Maclean,Wallace Maclean,2019-01-29,2019-01-29,1,Policy Advisor to the Minister
Wallace Mclean,Wallace Mclean,2016-10-27,2024-08-20,16,Policy Advisor
Wallen Chang-hong,Wallen Chang-hong,2016-03-03,2018-11-20,3,"Manager, Sport Programs"
Wally Boxhill,Wally Boxhill,2015-04-20,2015-05-04,2,Director
Walt Natynczyk,Walt Natynczyk,2014-04-17,2016-01-21,4,Deputy Minister
Walter Engert,Walter Engert,2013-11-05,2013-11-05,1,"Senior Director, Research Division"
Walter Jull,Walter Jull,2022-04-26,2022-04-26,1,Commanding Officer
Walter Natyncyk,Walter Natyncyk,2011-06-01,2011-06-01,1,CDS
Walter Natynczek,Walter Natynczek,2015-07-28,2015-07-28,1,Deputy Minister
Walter Natynczyk,Walter Natynczyk,2008-12-09,2020-12-08,49,President
Walter Norquay,Walter Norquay,2023-11-16,2025-04-25,6,Brigadier General
Walter Semianiw,Walter Semianiw,2009-05-06,2009-12-03,2,Chief of Military Personnel
Walter Sims,Walter Sims,2014-01-28,2014-01-28,1,"Director, EBCA"
Walter Vidaurre Calderon,Walter Vidaurre Calderon,2023-09-22,2023-09-22,1,Staff
Wanda Bernard,Wanda Bernard,2017-02-07,2023-05-02,11,Senator
Wanda Bernard Thomas,Wanda Bernard Thomas,2020-02-04,2020-02-04,1,Senator
Wanda Elaine Thomas Bernard,Wanda Elaine Thomas Bernard,2017-04-04,2024-03-28,6,Senator
Wanda Sommerfeldt,Wanda Sommerfeldt,2015-03-03,2015-03-03,1,Constituency Assistant
Wanda Thomas,Wanda Thomas,2019-04-30,2020-02-04,4,Senator
Wanda Thomas Bernard,Wanda Thomas Bernard,2017-02-08,2023-11-15,13,Senator
Wanda Thomas-bernard,Wanda Thomas Bernard,2019-02-05,2019-02-05,1,Senator
Wanda Wiseman,Wanda Wiseman,2021-04-14,2021-04-14,1,Senior Policy and Economic Analyst
Ward Elcock,Ward Elcock,2008-08-12,2009-10-28,2,"Coordinator, 2010 Olympics and G8 Security"
Ward Robinson,Ward Robinson,2018-03-02,2022-02-08,3,Program Manager
Warner Miles,Warner Miles,2015-11-10,2015-11-10,1,Section Head
Warren Caragata,Warren Caragata,2011-10-14,2012-01-30,2,"Senior Analyst, West Bank Program"
Warren Goodlet,Warren Goodlet,2010-09-27,2022-02-17,9,Executive Director
Warren Gould,Warren Gould,2017-02-24,2025-01-29,25,Deputy Director
Warren Light,Warren Light,2008-08-14,2023-06-02,16,Expert Advisor
Warren Maguire,Warren Maguire,2021-02-24,2021-02-24,1,Member of Parliament
Warren Steinely,Warren Steinley,2020-11-20,2021-06-03,4,Member of Parliament
Warren Steinley,Warren Steinley,2020-01-27,2025-02-25,366,Member of Parliament
Warren Steinly,Warren Steinley,2023-11-10,2024-07-29,2,Member of Parliament
Wassim Bouanani,Wassim Bouanani,2014-12-10,2015-06-03,2,Parliamentary Assistant
Wassim Khoury,Wassim Khoury,2021-06-17,2021-06-17,1,National Manager
Watts Regan,Watts Regan,2011-09-09,2011-09-09,1,Director of Strategic Planning
Wayne Beggs,Wayne Beggs,2021-08-04,2021-08-04,1,Senior Advisor
Wayne Donald Eyre,Wayne Donald Eyre,2022-09-26,2022-09-26,1,"Chief of Staff, Defence"
Wayne Easater,Wayne Ester,2018-02-12,2018-02-12,1,Member of Parliament
Wayne Easte,Wayne Ester,2010-11-25,2010-11-25,1,Member of Parliament
Wayne Easter,Wayne Easter,2008-07-10,2021-08-09,1193,Member of Parliament
Wayne Ester,Wayne Ester,2013-11-26,2016-03-11,2,Member of Parliament
Wayne Eyre,Wayne Eyre,2020-01-07,2024-06-17,18,"Chief of Staff, Defence"
Wayne Eyres,Wayne Eyre,2023-09-27,2023-09-27,1,"Chief of Staff, Defence"
Wayne Foster,Wayne Foster,2009-02-05,2015-07-28,14,Director
Wayne G Wouters,Wayne Wouters,2014-02-13,2014-03-24,2,Clerk of the Privy Council and Secretary to the Cabinet
Wayne G. Wouters,Wayne Wouters,2010-01-28,2014-06-17,9,Clerk of the Privy Council and Secretary to the Cabinet
Wayne Gratton,Wayne Gratton,2021-01-26,2025-02-10,2,"Team Leader, Governmental Affairs"
Wayne Helgason,Wayne Helgason,2016-04-20,2016-04-20,1,Policy Advisor
Wayne Hooper,Wayne Hooper,2011-01-25,2011-01-25,1,"Director General, Enterprise Development and Policy"
Wayne L. Marston,Wayne Marston,2015-02-05,2015-02-05,1,Member of Parliament
Wayne Long,Wayne Long,2015-11-07,2025-05-26,287,Member of Parliament
Wayne Longfield,Wayne Longfield,2017-01-30,2017-01-30,1,Member of Parliament
Wayne M. Robson,Wayne M. Robson,2017-02-22,2017-02-22,1,Executive Director
Wayne Marseden,Wayne Marseden,2015-02-12,2015-02-12,1,Member of Parliament
Wayne Marsten,Wayne Marston,2010-12-02,2010-12-02,1,Member of Parliament
Wayne Marston,Wayne Marston,2009-12-08,2015-07-14,87,Member of Parliament
Wayne Moore,Wayne Moore,2010-12-14,2017-02-09,5,Director General
Wayne Robson,Wayne Robson,2015-10-16,2024-05-14,20,Executive Director
Wayne Scott,Wayne Scott,2008-11-03,2008-11-03,1,Director of Operations
Wayne Smith,Wayne Smith,2011-07-29,2015-02-02,4,Chief Statistician
Wayne Stegski,Wayne Stetski,2016-10-25,2016-10-25,1,Member of Parliament
Wayne Stetski,Wayne Stetski,2015-11-27,2019-06-05,157,Member of Parliament
Wayne Stryde,Wayne Stryde,2011-03-14,2011-03-14,1,Acting Assistant Deputy Minister
Wayne Walsh,Wayne Walsh,2016-04-10,2024-11-07,21,Director General
Wayne Waster,Wayne Ester,2011-11-22,2011-11-22,1,Member of Parliament
Wayne Wong,Wayne Wong,2016-10-24,2016-10-24,1,Member of Parliament
Wayne Wouter,Wayne Wouter,2009-01-13,2011-06-10,2,Clerk to the Privy Council
Wayne Wouters,Wayne Wouters,2008-10-30,2014-10-02,184,Clerk of the Privy Council and Secretary to the Cabinet
Wayner Easter,Wayne Ester,2020-02-24,2020-02-24,1,Member of Parliament
Weadon Bryn,Weadon Bryn,2009-01-12,2009-01-12,1,"Assistant Deputy Minister, Finance and Corporate Services"
Wei Shu Wang,Wei Shu Wang,2022-04-28,2022-09-08,2,Parliamentary Secretary
Wei Young,Wai Young,2013-03-05,2014-04-11,4,Member of Parliament
Weina Yuan,Weina Yuan,2010-01-26,2010-01-26,1,Business Specialist
Weldon Epp,Weldon Epp,2013-06-13,2025-05-01,33,Assistant Deputy Minister
Wells David,Wells David,2014-04-08,2014-04-08,1,Senator
Welsh Jack,Welsh Jack,2020-12-02,2020-12-02,1,Regional Advisor and Minister's Aide
Wen Kwan,Wen Kwan,2017-06-13,2022-08-24,12,Senior Director
Wendell Brown,Wendell Brown,2018-04-12,2018-09-06,2,Assistant Deputy Minister
Wendell Sandford,Wendell Sandford,2010-04-19,2010-04-19,1,"High Commissioner, Canada in Brunei"
Wendy A. Tadros,Wendy A. Tadros,2010-10-21,2013-11-29,3,Chair
Wendy Dempsey,Wendy Dempsey,2019-06-19,2019-06-19,1,Assistant Director General
Wendy Drukier,Wendy Drukier,2019-04-29,2025-04-25,4,Director General
Wendy Gilmore,Wendy Gilmore,2014-11-06,2014-11-06,1,"Director General, DGIIP"
Wendy Gilmour,Wendy Gilmour,2013-11-08,2023-06-22,11,Director General
Wendy Hadwen,Wendy Hadwen,2022-11-24,2025-05-27,60,Assistant Deputy Minister
Wendy Hadwin,Wendy Hadwin,2024-11-13,2024-11-18,2,"Assistant Deputy Minister, Industry"
Wendy Hawden,Wendy Hawden,2023-06-08,2023-06-08,1,Deputy Chief
Wendy Jahn,Wendy Jahn,2018-04-18,2018-08-16,2,"Registrar, Seed Section"
Wendy Lazarenko,Wendy Lazarenko,2021-06-23,2021-06-23,1,Senior Advisor
Wendy Loschiuk,Wendy Loschiuk,2009-10-09,2009-10-09,1,Assistant Auditor General
Wendy Nixon,Wendy Nixon,2018-03-06,2021-12-09,23,"Director General, Aviation Security"
Wendy Owen-clement,Wendy Owen-clement,2013-10-28,2013-10-28,1,Policy Analyst
Wendy Pringle,Wendy Pringle,2024-01-25,2024-01-25,1,Research Analyst
Wendy Rogers,Wendy Rogers,2022-08-23,2022-08-23,1,"Director, Programs and Partnerships, BC Region"
Wendy Street,Wendy Street,2020-06-18,2020-06-18,1,"Manager, Food Programs and Challenges"
Wendy Tadros,Wendy Tadros,2012-01-24,2013-09-11,3,Chair
Wendy Trahan,Wendy Trahan,2023-10-16,2023-10-16,1,Telecommunications Analyst
Wendy Trusler,Wendy Trusler,2010-10-29,2010-10-29,1,Trade Commissioner
Wendy Vasbinder,Wendy Vasbinder,2016-07-13,2016-07-13,1,"Policy Officer, Market Access"
Wendy Watson Wright Watson-wright,Wendy Watson Wright Watson-wright,2009-04-06,2009-04-06,1,Assistant Deputy Minister
Wendy Watson-wright,Wendy Watson-wright,2008-09-17,2009-04-21,4,Assistant Deputy Minister
Wendy Williams,Wendy Williams,2023-05-15,2024-12-04,6,Regional Director
Wendy Wu,Wendy Wu,2024-11-20,2024-11-25,2,"Regional Advisor, Ontario"
Wenyue Zheng,Wenyue Zheng,2012-02-07,2012-03-22,2,Program Manager
Werbicki Ryan,Werbicki Ryan,2020-01-30,2020-01-30,1,Assistant
Werner Kurtz,Werner Kurtz,2020-07-31,2022-05-12,2,Principal Researcher
Werner Liedtke,Werner Liedtke,2024-04-08,2024-11-25,17,Acting Commissioner
Wernick Michael,Wernick Michael,2013-04-30,2013-04-30,1,Deputy Minister
Wes Graham,Wes Graham,2025-01-15,2025-01-15,1,Staffer to Member of Parliament
Wes Maclean,Wes Mclean,2009-12-02,2009-12-02,1,Senior Advisor
Wes Mcleah,Wes Mcleah,2008-12-01,2008-12-01,1,Director of Parliamentary Affairs
Wes Mclean,Wes Mclean,2009-01-07,2009-03-23,3,Senior Advisor
Wes Mcmeekin,Wes Mcmeekin,2009-09-03,2009-09-03,1,"Special Assistant, Policy – Africa, Asia"
Wes Moore,Wes Moore,2009-04-28,2009-10-08,3,Senior Policy Advisor
Wes Shoemaker,Wes Shoemaker,2022-11-25,2023-02-07,3,"Head, Pacific Salmon Strategy"
Wesely Moore,Wesely Moore,2009-05-05,2009-05-05,1,"Policy Advisor to the Minister of State, Science and Technology"
Wesley Boyd,Wesley Boyd,2019-03-04,2019-03-07,2,Member of Parliament
Wesley Mcmeekin,Wesley Mcmeekin,2009-07-31,2009-07-31,1,"Special Assistant to the Minister, International Development for Asia and Africa"
Wesley Moore,Wesley Moore,2008-07-30,2024-06-25,49,Policy Advisor
Wesley Rodney,Wesley Rodney,2016-12-20,2016-12-20,1,Manager
Wesley-ryan Boyd,Wesley-ryan Boyd,2024-05-08,2024-05-08,1,"Regional Advisor, West and North"
Wesly Graham,Wesly Graham,2025-01-07,2025-01-07,1,Constituency Assistant
Wesseman Lars,Wesseman Lars,2019-07-24,2019-07-24,1,Senior Advisor to the Minister of Seniors
West Ian,West Ian,2013-05-10,2013-05-10,1,Chief of Staff
Weston Bachman,Weston Bachman,2025-03-10,2025-03-10,2,Intergovernmental Affairs Officer
Weston John,Weston John,2014-04-08,2014-04-08,1,Member of Parliament
Wex Richard,Wex Richard,2015-07-02,2015-07-02,1,Vice President
White Jillian,White Jillian,2019-05-10,2019-05-10,1,"Advisor, Stakeholder Relations"
White Kasondra,White Kasondra,2023-06-05,2023-06-05,1,Director
White Michael,White Michael,2014-10-01,2014-10-01,1,Director of Policy
Whitney Hooper,Whitney Hooper,2024-01-26,2024-01-26,1,Director
Whitney Morrison,Whitney Morrison,2016-09-16,2018-03-01,9,Regional Assistant
Widad Mas,Widad Mas,2018-10-24,2018-10-24,1,"Lead Advisor, Strategy - Real Estate"
Wiiliam Amos,William Amos,2017-02-15,2017-02-15,1,Member of Parliament
Wiiliam King,William King,2009-07-29,2009-07-29,1,Chief of Staff
Wiktoria Mulak,Wiktoria Mulak,2024-12-05,2024-12-05,1,Policy Analyst
Wil Amos,Wil Amos,2020-02-10,2020-09-08,2,Parliamentary Secretary
Wilbene Cenatus,Wilbene Cenatus,2020-11-04,2022-08-18,3,Officer
Wilbert Joseph Keon,Wilbert Joseph Keon,2009-06-11,2009-06-11,1,Senator
Wilbert Keon,Wilbert Keon,2009-09-03,2009-09-03,1,Senator
Wilcox Kendra,Wilcox Kendra,2021-05-19,2021-05-19,1,Director of Operations
Wild Joe,Wild Joe,2023-02-28,2023-02-28,1,Senior Assistant Deputy Minister
Wilder Walker,Wilder Walker,2024-05-23,2024-05-23,1,Senior Policy Advisor
Wilder Walker - Stewart,Wilder Walker-stewart,2023-04-20,2023-04-20,1,Policy Advisor
Wilder Walker-smith,Wilder Walker-smith,2024-06-19,2024-06-19,1,Senior Special Assistant
Wilder Walker-steward,Wilder Walker-steward,2024-06-19,2024-06-19,1,Senior Policy Advisor
Wilder Walker-stewart,Wilder Walker-stewart,2022-09-21,2025-03-17,116,Policy Advisor
Wilfed Moore,Wilfred Moore,2011-02-01,2011-02-01,3,Senator
Wilfred Moor,Wilfred Moore,2012-04-25,2012-04-25,1,Senator
Wilfred Moore,Wilfred Moore,2010-09-30,2016-11-03,68,Senator
Wilfred P. Moore,Wilfred P. Moore,2011-03-08,2015-05-11,8,Senator
Wilfred Wong,Wilfred Wong,2023-04-04,2025-05-12,10,Senior Economist
Wilfres Moore,Wilfred Moore,2013-12-05,2013-12-05,1,Senator
Wilfrid Moore,Wilfred Moore,2016-05-05,2016-11-16,2,Senator
Wilhelm Kelly,Wilhelm Kelly,2016-08-26,2016-12-06,2,Senior Policy Advisor
Wiliam Harvey-blouin,William Harvey Blouin,2022-04-14,2022-04-14,1,Special Assistant
Wiliam Messier,Wiliam Messier,2023-11-07,2023-11-07,1,Policy Advisor
Wiliam Morneau,Wiliam Morneau,2016-01-11,2016-01-11,1,Minister
Wilkinson Jonathan,Wilkinson Jonathan,2019-04-17,2024-09-23,5,Minister
Wilks David,Wilks David,2011-10-05,2011-10-05,1,Member of Parliament
Will Adams,Will Adams,2010-02-02,2012-06-19,11,Chief of Staff
Will Amon,Will Amos,2016-04-12,2016-04-12,1,Member of Parliament
Will Amos,Will Amos,2016-02-04,2021-05-26,119,Member of Parliament
Will Blahut,Will Blahut,2017-09-18,2017-09-18,1,Assistant
Will Bulmer,Will Bulmer,2022-12-07,2022-12-07,1,Lead Specialist
Will Greaves,Will Greaves,2025-05-08,2025-05-08,1,Member of Parliament
Will Hill,Will Hill,2011-03-03,2011-03-03,1,Chief of Staff
Will Horne,Will Horne,2017-03-06,2017-03-06,1,Assistant
Will Keefe,Will Keefe,2020-07-17,2024-04-24,84,Policy Advisor
Will Keefe-stacey,Will Keefe-stacey,2021-02-24,2021-11-04,4,Policy Advisor
Will Menerary,Will Menerary,2024-03-15,2024-03-15,1,Senior Manager
Will Meneray,Will Meneray,2024-11-11,2024-11-18,4,"Senior Manager, Housing Policy"
Will O'keefe,Will Keefe,2021-05-10,2021-05-10,1,Policy Advisor
Will Paterson,Will Paterson,2012-06-20,2012-06-20,1,Senior Economist
Will Rehm,Will Rehm,2021-07-14,2021-07-14,1,Intern
Will Varma,Will Varma,2019-09-12,2019-09-12,1,"Vice President, Enterprise Information Security"
Will Yan,Will Yan,2019-03-26,2019-03-26,1,Director
Willam Amos,William Amos,2016-11-24,2016-11-24,1,Member of Parliament
"William ""jj"" Pristanski","William ""jj Pristanski",2021-02-10,2021-02-10,2,"Director, Parliamentary Affairs"
William Amos,William Amos,2015-12-01,2021-05-27,212,Member of Parliament
William Anderson,William Anderson,2012-01-04,2024-11-15,10,Executive Director
William Armitage,William Armitage,2024-10-21,2024-10-21,1,Senior Marine Safety Inspector
William Baker,William Baker,2008-08-05,2012-03-26,15,Deputy Minister
William Benn,William Benn,2024-10-30,2024-10-30,1,Project Engineer
William Bennett,William Bennett,2008-12-09,2008-12-09,1,Acting Manager
William Blahut,William Blahut,2017-09-27,2022-11-22,3,Special Assistant
William Blair,William Blair,2015-12-10,2024-05-03,4,Member of Parliament
William Blouin,William Blouin,2020-07-09,2020-07-09,1,"Special Assistant, Minister of Transport"
William Bradley,William Bradley,2018-04-25,2018-04-25,1,Senior Economist
William Camm,William Camm,2024-12-03,2024-12-03,1,Senior Policy Analyst
William Constan,William Constan,2024-03-25,2024-04-17,2,Program Analyst
William Cotter,William Cotter,2020-10-26,2020-10-26,1,Senator
William Crosbie,William Crosbie,2012-09-19,2012-11-29,3,Assistant Deputy Minister
William Elliott,William Elliott,2009-04-02,2009-04-02,1,Commissioner
William F. Pentney,William F. Pentney,2013-08-19,2017-01-06,2,"Deputy Minister, Justice and Deputy Attorney General"
William Fassett,William Fassett,2021-06-03,2024-10-16,6,Office Manager
William Fizet,William Fizet,2009-06-09,2017-05-15,4,Director General
William Fradette,William Fradette,2020-03-09,2022-02-07,4,Political Advisor
William Francis Morneau,William Francis Morneau,2016-04-21,2017-09-27,2,Minister | Member of Parliament
William Gaudry,William Gaudry,2022-04-07,2023-11-01,7,Political Advisor
William Gibson,William Gibson,2018-06-13,2021-11-29,3,Economist
William Harris,William Harris,2023-02-21,2024-07-11,5,Policy Analyst
William Harry Blouin,William Harry Blouin,2020-04-03,2020-04-03,1,Senior Policy Advisor
William Harvey,William Harvey,2020-12-17,2022-10-25,3,Quebec Desk
William Harvey Blouin,William Harvey Blouin,2016-08-23,2023-11-21,14,Special Assistant
William Harvey-bloui,William Harvey-blouin,2024-01-24,2024-01-24,1,"Regional Advisor, Quebec"
William Harvey-blouin,William Harvey-blouin,2020-04-02,2025-03-06,127,"Regional Advisor, Quebec"
William Hawkins,William Hawkins,2010-09-29,2011-05-18,21,"Director, Stakeholder Relations"
William Heeley,William Heeley,2023-04-26,2023-04-26,1,Policy Analyst
William Hinse-macculloch,William Hinse-macculloch,2021-08-17,2021-08-17,1,Policy Analyst
William Horne,William Horne,2016-12-05,2018-06-18,16,Policy and Parliamentary Affairs Advisor
William Keefe,William Keefe,2023-01-20,2023-01-20,1,Senior Policy Advisor
William Keefe-stacey,William Keefe-stacey,2021-03-02,2024-04-26,14,Minister Exempt Staff
William Kelley,William Kelley,2010-11-04,2010-11-04,1,"Director General, Aerospace Equipment Program Management"
William King,William King,2008-09-16,2019-02-21,65,Chief of Staff
William Kuchapski,William Kuchapski,2009-02-26,2009-02-26,1,Special Assistant
William Lee,William Lee,2022-01-28,2024-04-30,7,Legislative Assistant
William Leffler,William Leffler,2016-04-21,2016-04-21,1,"Senior Director, Strategic Policy and Stakeholder Relations"
William Macgillvray,William Mcgillivray,2024-03-21,2024-03-21,1,Regional Director General
William Mackey,William Mackey,2014-05-22,2014-05-22,1,"Counselor, US Space Affairs"
William Macleod,William Macleod,2014-01-27,2014-01-27,1,Director
William Macminn,William Macminn,2023-09-07,2023-09-07,1,Senior Advisor
William Manning-dewar,William Manning-dewar,2022-06-22,2022-06-22,1,Economist
William Martin,William Martin,2023-07-05,2023-07-05,1,Policy Advisor
William Mathieson,William Mathieson,2019-09-04,2024-12-11,11,Senior Project Leader
William Matthews,William Matthews,2009-08-10,2009-08-11,2,Assistant Comptroller General
William Mcgillivary,William Mcgillivray,2022-11-03,2022-11-03,1,Regional Director General
William Mcgillivray,William Mcgillivray,2023-10-26,2024-11-01,2,Regional Director General
William Mcmurray,William Mcmurray,2015-03-17,2016-10-26,6,Member
William Messier,William Messier,2023-11-07,2024-08-22,58,Policy Advisor
William Monreau,William Monreau,2019-01-25,2019-01-25,1,Minister
William Moore,William Moore,2012-11-08,2012-11-08,1,Senator
William Morneau,William Morneau,2016-05-31,2020-04-27,20,"Minister, Finance"
William Moroz,William Moroz,2023-02-23,2023-05-18,4,Senior Project Manager
William Morrison,William Morrison,2017-02-07,2025-02-12,8,Communications Advisor and Legislative Assistant
William Mourneau,William Morneau,2017-04-13,2017-04-13,1,"Minister, Finance"
William Pellerin,William Pellerin,2020-05-15,2020-05-15,1,"Deputy Director, Trade Remedies Division"
William Pentney,William Pentney,2008-07-22,2017-03-03,13,Associate Deputy Minister
William Petney,William Petney,2016-11-23,2016-11-23,1,Deputy Minister
William Pietersma,William Pietersma,2025-03-07,2025-03-07,1,Investment Analyst
William Pristanski,William Pristanski,2020-11-25,2021-03-23,2,Parliamentary Assistant
William Simard,William Simard,2023-11-28,2023-11-28,1,Policy Advisor
William Smirle,William Smirle,2009-03-13,2009-12-11,6,Chair
William Stairs,William Stairs,2009-06-05,2011-03-01,3,Chief of Staff
William Truelove,William Truelove,2014-02-19,2014-02-19,1,Commander
William V Baker,William Baker,2011-10-20,2011-10-20,1,Deputy Minister
William Vancise,William Vancise,2014-05-01,2014-05-01,1,Chair
William Varma,William Varma,2019-12-03,2020-01-09,3,"Vice President, Enterprise Information Security"
William Williams,William Williams,2018-03-19,2018-03-19,1,"National Manager, Grains and Oilseeds Section"
William Wilson,William Wilson,2023-09-18,2025-03-13,9,Policy Analyst
William Yan,William Yan,2008-07-03,2021-03-31,13,"Director, Bureau of Nutritional Sciences"
William Zapata,William Zapata,2020-11-27,2020-12-04,2,Constituency Assistant
William-harvey Blouin,William-harvey Blouin,2024-03-21,2024-03-21,1,Policy Advisor
Williamson Carley,Williamson Carley,2020-01-30,2020-01-30,1,Assistant
Willliam Simard,William Simard,2023-11-22,2023-11-22,1,Policy Advisor
Wilma Van Norden,Wilma Van Norden,2013-01-18,2016-07-21,19,Managing Director
Wilma Vannorden,Wilma Van Norden,2015-11-17,2015-11-17,1,Managing Director
Wilma Vreeswick,Wilma Vreeswijk,2015-03-20,2015-03-20,1,Deputy Minister
Wilma Vreeswijk,Wilma Vreeswijk,2013-04-16,2017-05-16,10,Deputy Minister
Wilson Maio,Wilson Miao,2022-07-14,2022-07-14,1,Member of Parliament
Wilson Miao,Wilson Miao,2021-11-05,2025-02-05,101,Member of Parliament
Wilton Littlechild,Wilton Littlechild,2013-04-08,2015-06-25,2,Commissioner
Winchester Bruce,Winchester Bruce,2010-06-24,2010-06-24,1,Senior Policy Advisor
Winfield Nicholas,Winfield Nicholas,2015-04-27,2015-04-27,1,"Director, Ecosystems Management Policies and Practices"
Winnie Truong,Winnie Truong,2021-02-24,2021-05-28,2,Constituency Assistant
Winona Embuldeniya,Winona Embuldeniya,2013-11-18,2024-10-08,3,Director
Wladislaw Lizon,Wladyslaw Lizon,2011-06-14,2014-11-18,6,Member of Parliament
Wladslaw Lizon,Wladyslaw Lizon,2011-10-25,2011-10-25,1,Member of Parliament
Wladylaw Lizon,Wladyslaw Lizon,2013-09-19,2013-09-19,1,Member of Parliament
Wladysaw Lizon,Wladyslaw Lizon,2013-02-11,2013-02-11,1,Member of Parliament
Wladyslav Lizon,Wladyslaw Lizon,2013-02-26,2013-10-31,2,Member of Parliament
Wladyslaw Lion,Wladyslaw Lizon,2013-01-30,2013-01-30,1,Member of Parliament
Wladyslaw Lizon,Wladyslaw Lizon,2011-06-14,2015-06-16,169,Member of Parliament
Wlayslaw Lizon,Wladyslaw Lizon,2015-03-24,2015-03-24,1,Member of Parliament
Wojo Zielonka,Wojo Zielonka,2022-11-15,2023-11-28,4,Chief Financial Officer
Wolf Findling,Wolf Findling,2021-02-18,2021-02-18,1,"Director General, Finance and Management Accountability"
Woodland Natalie,Woodland Natalie,2024-08-02,2024-08-02,1,Senior Advisor
Woodley Amanda,Woodley Amanda,2020-01-16,2020-01-16,1,"Policy Advisor, Office of the Minister of Innovation, Science and Industry"
Woodworth Stephen,Woodworth Stephen,2011-11-01,2011-11-01,1,Member of Parliament
Wook Yang,Wook Yang,2021-11-15,2021-12-09,2,Policy and Program Fellow
Wouters Wayne,Wouters Wayne,2014-02-27,2014-02-27,1,Clerk of the Privy Council and Secretary to the Cabinet
Wrenna Robertson,Wrenna Robertson,2024-10-29,2024-10-29,1,Senior Policy Advisor
Wright Ian,Wright Ian,2018-04-19,2018-04-19,1,"Director, Financial Crimes Governance and Operations"
Wyatt Westover,Wyatt Westover,2022-03-24,2024-11-28,13,"Regional Advisor, Quebec"
Wyzdom Mccalla-rodol,Wyzdom Mccalla-rodol,2023-02-15,2024-11-04,3,Parliamentary Assistant
